no,timestamp1,houseage,distancetomrt,numberconveniencestores,latitude,longitude,priceofunitarea
144,05-07-1905 12:00,13.6,492.2313,5,24.96515,121.53737,40.1
145,05-07-1905 01:59,11.9,1360.139,1,24.95204,121.54842,28.4
146,04-07-1905 22:00,2.1,451.2438,5,24.97563,121.54694,45.5
147,04-07-1905 18:00,0,185.4296,0,24.9711,121.5317,52.2
148,04-07-1905 18:00,3.2,489.8821,8,24.97017,121.54494,43.2
149,05-07-1905 12:00,16.4,3780.59,0,24.93293,121.51203,45.1
150,04-07-1905 16:00,34.9,179.4538,8,24.97349,121.54245,39.7
151,05-07-1905 06:00,35.8,170.7311,7,24.96719,121.54269,48.5
152,05-07-1905 12:00,4.9,387.7721,9,24.98118,121.53788,44.7
153,05-07-1905 07:59,12,1360.139,1,24.95204,121.54842,28.9
154,05-07-1905 06:00,6.5,376.1709,6,24.95418,121.53713,40.9
155,05-07-1905 12:00,16.9,4066.587,0,24.94297,121.50342,20.7
156,05-07-1905 04:00,13.8,4082.015,0,24.94155,121.50381,15.6
157,05-07-1905 13:59,30.7,1264.73,0,24.94883,121.52954,18.3
158,05-07-1905 06:00,16.1,815.9314,4,24.97886,121.53464,35.6
159,05-07-1905 00:00,11.6,390.5684,5,24.97937,121.54245,39.4
160,04-07-1905 16:00,15.5,815.9314,4,24.97886,121.53464,37.4
161,04-07-1905 22:00,3.5,49.66105,8,24.95836,121.53756,57.8
162,05-07-1905 10:00,19.2,616.4004,3,24.97723,121.53767,39.6
163,04-07-1905 18:00,16,4066.587,0,24.94297,121.50342,11.6
164,05-07-1905 12:00,8.5,104.8101,5,24.96674,121.54067,55.5
165,04-07-1905 19:59,0,185.4296,0,24.9711,121.5317,55.2
166,04-07-1905 22:00,13.7,1236.564,1,24.97694,121.55391,30.6
167,05-07-1905 10:00,0,292.9978,6,24.97744,121.54458,73.6
168,05-07-1905 10:00,28.2,330.0854,8,24.97408,121.54011,43.4
169,05-07-1905 01:59,27.6,515.1122,5,24.96299,121.5432,37.4
170,05-07-1905 10:00,8.4,1962.628,1,24.95468,121.55481,23.5
171,05-07-1905 07:59,24,4527.687,0,24.94741,121.49628,14.4
172,05-07-1905 01:59,3.6,383.8624,5,24.98085,121.54391,58.8
173,05-07-1905 13:59,6.6,90.45606,9,24.97433,121.5431,58.1
174,05-07-1905 01:59,41.3,401.8807,4,24.98326,121.5446,35.1
175,05-07-1905 10:00,4.3,432.0385,7,24.9805,121.53778,45.2
176,05-07-1905 01:59,30.2,472.1745,3,24.97005,121.53758,36.5
177,04-07-1905 19:59,13.9,4573.779,0,24.94867,121.49507,19.2
178,05-07-1905 01:59,33,181.0766,9,24.97697,121.54262,42
179,05-07-1905 12:00,13.1,1144.436,4,24.99176,121.53456,36.7
180,05-07-1905 01:59,14,438.8513,1,24.97493,121.5273,42.6
181,04-07-1905 16:00,26.9,4449.27,0,24.94898,121.49621,15.5
182,05-07-1905 04:00,11.6,201.8939,8,24.98489,121.54121,55.9
183,05-07-1905 12:00,13.5,2147.376,3,24.96299,121.51284,23.6
184,05-07-1905 12:00,17,4082.015,0,24.94155,121.50381,18.8
185,04-07-1905 18:00,14.1,2615.465,0,24.95495,121.56174,21.8
186,04-07-1905 18:00,31.4,1447.286,3,24.97285,121.5173,21.5
187,05-07-1905 04:00,20.9,2185.128,3,24.96322,121.51237,25.7
188,05-07-1905 00:00,8.9,3078.176,0,24.95464,121.56627,22
189,04-07-1905 22:00,34.8,190.0392,8,24.97707,121.54312,44.3
190,04-07-1905 22:00,16.3,4066.587,0,24.94297,121.50342,20.5
191,05-07-1905 12:00,35.3,616.5735,8,24.97945,121.53642,42.3
192,05-07-1905 04:00,13.2,750.0704,2,24.97371,121.54951,37.8
193,05-07-1905 04:00,43.8,57.58945,7,24.9675,121.54069,42.7
194,05-07-1905 10:00,9.7,421.479,5,24.98246,121.54477,49.3
195,05-07-1905 12:00,15.2,3771.895,0,24.93363,121.51158,29.3
196,05-07-1905 07:59,15.2,461.1016,5,24.95425,121.5399,34.6
197,05-07-1905 00:00,22.8,707.9067,2,24.981,121.54713,36.6
198,05-07-1905 06:00,34.4,126.7286,8,24.96881,121.54089,48.2
199,05-07-1905 01:59,34,157.6052,7,24.96628,121.54196,39.1
200,05-07-1905 10:00,18.2,451.6419,8,24.96945,121.5449,31.6
201,05-07-1905 10:00,17.4,995.7554,0,24.96305,121.54915,25.5
202,05-07-1905 10:00,13.1,561.9845,5,24.98746,121.54391,45.9
203,04-07-1905 22:00,38.3,642.6985,3,24.97559,121.53713,31.5
204,04-07-1905 16:00,15.6,289.3248,5,24.98203,121.54348,46.1
205,05-07-1905 00:00,18,1414.837,1,24.95182,121.54887,26.6
206,05-07-1905 01:59,12.8,1449.722,3,24.97289,121.51728,21.4
207,05-07-1905 06:00,22.2,379.5575,10,24.98343,121.53762,44
208,05-07-1905 01:59,38.5,665.0636,3,24.97503,121.53692,34.2
209,04-07-1905 18:00,11.5,1360.139,1,24.95204,121.54842,26.2
210,04-07-1905 19:59,34.8,175.6294,8,24.97347,121.54271,40.9
211,05-07-1905 12:00,5.2,390.5684,5,24.97937,121.54245,52.2
212,05-07-1905 01:59,0,274.0144,1,24.9748,121.53059,43.5
213,05-07-1905 07:59,17.6,1805.665,2,24.98672,121.52091,31.1
214,05-07-1905 01:59,6.2,90.45606,9,24.97433,121.5431,58
215,05-07-1905 13:59,18.1,1783.18,3,24.96731,121.51486,20.9
216,05-07-1905 07:59,19.2,383.7129,8,24.972,121.54477,48.1
217,05-07-1905 06:00,37.8,590.9292,1,24.97153,121.53559,39.7
218,04-07-1905 22:00,28,372.6242,6,24.97838,121.54119,40.8
219,05-07-1905 10:00,13.6,492.2313,5,24.96515,121.53737,43.8
220,04-07-1905 18:00,29.3,529.7771,8,24.98102,121.53655,40.2
221,05-07-1905 07:59,37.2,186.5101,9,24.97703,121.54265,78.3
222,05-07-1905 07:59,9,1402.016,0,24.98569,121.5276,38.5
223,05-07-1905 13:59,30.6,431.1114,10,24.98123,121.53743,48.5
224,05-07-1905 06:00,9.1,1402.016,0,24.98569,121.5276,42.3
225,05-07-1905 07:59,34.5,324.9419,6,24.97814,121.5417,46
226,05-07-1905 06:00,1.1,193.5845,6,24.96571,121.54089,49
227,05-07-1905 00:00,16.5,4082.015,0,24.94155,121.50381,12.8
228,04-07-1905 22:00,32.4,265.0609,8,24.98059,121.53986,40.2
229,05-07-1905 10:00,11.9,3171.329,0,25.00115,121.51776,46.6
230,05-07-1905 13:59,31,1156.412,0,24.9489,121.53095,19
231,05-07-1905 12:00,4,2147.376,3,24.96299,121.51284,33.4
232,04-07-1905 19:59,16.2,4074.736,0,24.94235,121.50357,14.7
233,04-07-1905 22:00,27.1,4412.765,1,24.95032,121.49587,17.4
234,05-07-1905 07:59,39.7,333.3679,9,24.98016,121.53932,32.4
235,05-07-1905 06:00,8,2216.612,4,24.96007,121.51361,23.9
236,04-07-1905 18:00,12.9,250.631,7,24.96606,121.54297,39.3
237,05-07-1905 04:00,3.6,373.8389,10,24.98322,121.53765,61.9
238,05-07-1905 04:00,13,732.8528,0,24.97668,121.52518,39
239,05-07-1905 01:59,12.8,732.8528,0,24.97668,121.52518,40.6
240,05-07-1905 12:00,18.1,837.7233,0,24.96334,121.54767,29.7
241,05-07-1905 01:59,11,1712.632,2,24.96412,121.5167,28.8
242,05-07-1905 12:00,13.7,250.631,7,24.96606,121.54297,41.4
243,04-07-1905 19:59,2,2077.39,3,24.96357,121.51329,33.4
244,05-07-1905 10:00,32.8,204.1705,8,24.98236,121.53923,48.2
245,05-07-1905 01:59,4.8,1559.827,3,24.97213,121.51627,21.7
246,05-07-1905 10:00,7.5,639.6198,5,24.97258,121.54814,40.8
247,05-07-1905 10:00,16.4,389.8219,6,24.96412,121.54273,40.6
248,05-07-1905 07:59,21.7,1055.067,0,24.96211,121.54928,23.1
249,05-07-1905 00:00,19,1009.235,0,24.96357,121.54951,22.3
250,04-07-1905 19:59,18,6306.153,1,24.95743,121.47516,15
251,05-07-1905 04:00,39.2,424.7132,7,24.97429,121.53917,30
252,04-07-1905 22:00,31.7,1159.454,0,24.9496,121.53018,13.8
253,04-07-1905 19:59,5.9,90.45606,9,24.97433,121.5431,52.7
254,04-07-1905 16:00,30.4,1735.595,2,24.96464,121.51623,25.9
255,04-07-1905 16:00,1.1,329.9747,5,24.98254,121.54395,51.8
256,05-07-1905 10:00,31.5,5512.038,1,24.95095,121.48458,17.4
257,04-07-1905 16:00,14.6,339.2289,1,24.97519,121.53151,26.5
258,05-07-1905 06:00,17.3,444.1334,1,24.97501,121.5273,43.9
259,05-07-1905 10:00,0,292.9978,6,24.97744,121.54458,63.3
260,05-07-1905 01:59,17.7,837.7233,0,24.96334,121.54767,28.8
261,05-07-1905 06:00,17,1485.097,4,24.97073,121.517,30.7
262,05-07-1905 04:00,16.2,2288.011,3,24.95885,121.51359,24.4
263,04-07-1905 22:00,15.9,289.3248,5,24.98203,121.54348,53
264,05-07-1905 10:00,3.9,2147.376,3,24.96299,121.51284,31.7
265,05-07-1905 04:00,32.6,493.657,7,24.96968,121.54522,40.6
266,04-07-1905 19:59,15.7,815.9314,4,24.97886,121.53464,38.1
267,05-07-1905 06:00,17.8,1783.18,3,24.96731,121.51486,23.7
268,04-07-1905 19:59,34.7,482.7581,5,24.97433,121.53863,41.1
269,05-07-1905 10:00,17.2,390.5684,5,24.97937,121.54245,40.1
270,05-07-1905 00:00,17.6,837.7233,0,24.96334,121.54767,23
271,05-07-1905 07:59,10.8,252.5822,1,24.9746,121.53046,117.5
272,04-07-1905 22:00,17.7,451.6419,8,24.96945,121.5449,26.5
273,04-07-1905 18:00,13,492.2313,5,24.96515,121.53737,40.5
274,05-07-1905 10:00,13.2,170.1289,1,24.97371,121.52984,29.3
275,05-07-1905 04:00,27.5,394.0173,7,24.97305,121.53994,41
276,04-07-1905 16:00,1.5,23.38284,7,24.96772,121.54102,49.7
277,05-07-1905 00:00,19.1,461.1016,5,24.95425,121.5399,34
278,05-07-1905 10:00,21.2,2185.128,3,24.96322,121.51237,27.7
279,04-07-1905 18:00,0,208.3905,6,24.95618,121.53844,44
280,05-07-1905 10:00,2.6,1554.25,3,24.97026,121.51642,31.1
281,05-07-1905 06:00,2.3,184.3302,6,24.96581,121.54086,45.4
282,05-07-1905 07:59,4.7,387.7721,9,24.98118,121.53788,44.8
283,04-07-1905 22:00,2,1455.798,1,24.9512,121.549,25.6
284,05-07-1905 10:00,33.5,1978.671,2,24.98674,121.51844,23.5
285,04-07-1905 22:00,15,383.2805,7,24.96735,121.54464,34.4
286,05-07-1905 04:00,30.1,718.2937,3,24.97509,121.53644,55.3
287,04-07-1905 22:00,5.9,90.45606,9,24.97433,121.5431,56.3
288,05-07-1905 00:00,19.2,461.1016,5,24.95425,121.5399,32.9
289,05-07-1905 13:59,16.6,323.6912,6,24.97841,121.5428,51
290,05-07-1905 07:59,13.9,289.3248,5,24.98203,121.54348,44.5
291,05-07-1905 01:59,37.7,490.3446,0,24.97217,121.53471,37
292,04-07-1905 19:59,3.4,56.47425,7,24.95744,121.53711,54.4
293,05-07-1905 01:59,17.5,395.6747,5,24.95674,121.534,24.5
294,04-07-1905 16:00,12.6,383.2805,7,24.96735,121.54464,42.5
295,05-07-1905 12:00,26.4,335.5273,6,24.9796,121.5414,38.1
296,05-07-1905 04:00,18.2,2179.59,3,24.96299,121.51252,21.8
297,04-07-1905 18:00,12.5,1144.436,4,24.99176,121.53456,34.1
298,04-07-1905 19:59,34.9,567.0349,4,24.97003,121.5458,28.5
299,05-07-1905 07:59,16.7,4082.015,0,24.94155,121.50381,16.7
300,05-07-1905 04:00,33.2,121.7262,10,24.98178,121.54059,46.1
301,05-07-1905 01:59,2.5,156.2442,4,24.96696,121.53992,36.9
302,04-07-1905 18:00,38,461.7848,0,24.97229,121.53445,35.7
303,05-07-1905 12:00,16.5,2288.011,3,24.95885,121.51359,23.2
304,05-07-1905 12:00,38.3,439.7105,0,24.97161,121.53423,38.4
305,05-07-1905 10:00,20,1626.083,3,24.96622,121.51668,29.4
306,05-07-1905 01:59,16.2,289.3248,5,24.98203,121.54348,55
307,05-07-1905 12:00,14.4,169.9803,1,24.97369,121.52979,50.2
308,04-07-1905 19:59,10.3,3079.89,0,24.9546,121.56627,24.7
309,05-07-1905 10:00,16.4,289.3248,5,24.98203,121.54348,53
310,05-07-1905 06:00,30.3,1264.73,0,24.94883,121.52954,19.1
311,05-07-1905 13:59,16.4,1643.499,2,24.95394,121.55174,24.7
312,05-07-1905 04:00,21.3,537.7971,4,24.97425,121.53814,42.2
313,05-07-1905 13:59,35.4,318.5292,9,24.97071,121.54069,78
314,05-07-1905 07:59,8.3,104.8101,5,24.96674,121.54067,42.8
315,05-07-1905 06:00,3.7,577.9615,6,24.97201,121.54722,41.6
316,05-07-1905 01:59,15.6,1756.411,2,24.9832,121.51812,27.3
317,05-07-1905 06:00,13.3,250.631,7,24.96606,121.54297,42
318,04-07-1905 18:00,15.6,752.7669,2,24.97795,121.53451,37.5
319,05-07-1905 07:59,7.1,379.5575,10,24.98343,121.53762,49.8
320,05-07-1905 06:00,34.6,272.6783,5,24.95562,121.53872,26.9
321,04-07-1905 18:00,13.5,4197.349,0,24.93885,121.50383,18.6
322,04-07-1905 22:00,16.9,964.7496,4,24.98872,121.53411,37.7
323,05-07-1905 00:00,12.9,187.4823,1,24.97388,121.52981,33.1
324,05-07-1905 10:00,28.6,197.1338,6,24.97631,121.54436,42.5
325,04-07-1905 16:00,12.4,1712.632,2,24.96412,121.5167,31.3
326,05-07-1905 01:59,36.6,488.8193,8,24.97015,121.54494,38.1
327,05-07-1905 12:00,4.1,56.47425,7,24.95744,121.53711,62.1
328,05-07-1905 10:00,3.5,757.3377,3,24.97538,121.54971,36.7
329,04-07-1905 19:59,15.9,1497.713,3,24.97003,121.51696,23.6
330,05-07-1905 00:00,13.6,4197.349,0,24.93885,121.50383,19.2
331,05-07-1905 01:59,32,1156.777,0,24.94935,121.53046,12.8
332,05-07-1905 07:59,25.6,4519.69,0,24.94826,121.49587,15.6
333,05-07-1905 04:00,39.8,617.7134,2,24.97577,121.53475,39.6
334,04-07-1905 18:00,7.8,104.8101,5,24.96674,121.54067,38.4
335,04-07-1905 22:00,30,1013.341,5,24.99006,121.5346,22.8
336,05-07-1905 13:59,27.3,337.6016,6,24.96431,121.54063,36.5
337,04-07-1905 19:59,5.1,1867.233,2,24.98407,121.51748,35.6
338,04-07-1905 19:59,31.3,600.8604,5,24.96871,121.54651,30.9
339,04-07-1905 22:00,31.5,258.186,9,24.96867,121.54331,36.3
340,05-07-1905 07:59,1.7,329.9747,5,24.98254,121.54395,50.4
341,05-07-1905 07:59,33.6,270.8895,0,24.97281,121.53265,42.9
342,05-07-1905 00:00,13,750.0704,2,24.97371,121.54951,37
343,04-07-1905 16:00,5.7,90.45606,9,24.97433,121.5431,53.5
344,05-07-1905 00:00,33.5,563.2854,8,24.98223,121.53597,46.6
345,05-07-1905 12:00,34.6,3085.17,0,24.998,121.5155,41.2
346,04-07-1905 16:00,0,185.4296,0,24.9711,121.5317,37.9
347,05-07-1905 10:00,13.2,1712.632,2,24.96412,121.5167,30.8
348,05-07-1905 13:59,17.4,6488.021,1,24.95719,121.47353,11.2
349,04-07-1905 19:59,4.6,259.6607,6,24.97585,121.54516,53.7
350,04-07-1905 18:00,7.8,104.8101,5,24.96674,121.54067,47
351,05-07-1905 00:00,13.2,492.2313,5,24.96515,121.53737,42.3
352,04-07-1905 19:59,4,2180.245,3,24.96324,121.51241,28.6
353,04-07-1905 19:59,18.4,2674.961,3,24.96143,121.50827,25.7
354,05-07-1905 12:00,4.1,2147.376,3,24.96299,121.51284,31.3
355,05-07-1905 10:00,12.2,1360.139,1,24.95204,121.54842,30.1
356,05-07-1905 06:00,3.8,383.8624,5,24.98085,121.54391,60.7
357,04-07-1905 19:59,10.3,211.4473,1,24.97417,121.52999,45.3
358,05-07-1905 10:00,0,338.9679,9,24.96853,121.54413,44.9
359,05-07-1905 04:00,1.1,193.5845,6,24.96571,121.54089,45.1
360,05-07-1905 12:00,5.6,2408.993,0,24.95505,121.55964,24.7
361,04-07-1905 16:00,32.9,87.30222,10,24.983,121.54022,47.1
362,05-07-1905 01:59,41.4,281.205,8,24.97345,121.54093,63.3
363,05-07-1905 10:00,17.1,967.4,4,24.98872,121.53408,40
364,05-07-1905 12:00,32.3,109.9455,10,24.98182,121.54086,48
365,05-07-1905 10:00,35.3,614.1394,7,24.97913,121.53666,33.1
366,04-07-1905 22:00,17.3,2261.432,4,24.96182,121.51222,29.5
367,04-07-1905 18:00,14.2,1801.544,1,24.95153,121.55254,24.8
368,04-07-1905 19:59,15,1828.319,2,24.96464,121.51531,20.9
369,05-07-1905 10:00,18.2,350.8515,1,24.97544,121.53119,43.1
370,04-07-1905 16:00,20.2,2185.128,3,24.96322,121.51237,22.8
371,04-07-1905 18:00,15.9,289.3248,5,24.98203,121.54348,42.1
